,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,"BONAIRE, SAINT EUSTATIUS, AND SABA",BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECH REPUBLIC,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FALKLAND ISLANDS (MALVINAS),FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH GUIANA,FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREECE,GREENLAND,GRENADA,GUADELOUPE,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MARTINIQUE,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,REUNION,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST. KITTS-NEVIS,ST. PIERRE & MIQUELON,ST. VINCENT & THE GRENADINES,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TURKEY,TURKMENISTAN,TURKS AND CAICOS ISLANDS,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1989,0.757,2.45,21.829,,1.366,,0.078,31.931,1.7987209525087724,0.177,75.749,14.758000000000001,18.330221427659165,0.531,3.201,3.669,0.27,28.491500855054237,29.305,0.082,0.17200000000000001,0.213,0.017,,5.467872024899304,0.39,58.365,0.018000000000000002,1.731,23.654,0.224,0.082,0.123,126.336,0.022,0.07100000000000001,0.068,0.028,8.832,656.815,14.517,0.014,0.41100000000000003,0.006,0.811,2.324,5.988685170267301,9.746,,1.184,48.115447033983514,58.532000000000004,1.198,13.304,0.106,0.016,2.827,5.527,19.684,0.706,0.032,,7.782904214443273,0.771,0.158,0.011,,0.17200000000000001,14.34,106.531,0.183,0.148,1.574,0.049,4.998173437469559,277.389,0.912,0.019,20.23,0.129,0.028,0.324,1.158,0.28500000000000003,0.063,0.323,0.28300000000000003,0.744,8.276,20.75,0.519,157.897,35.715,19.976,8.186,52.142,8.66,111.51,1.835,279.67,2.5180000000000002,87.94610052515482,1.416,0.006,9.786,3.6560049127736445,0.064,4.609745324801551,2.196,,0.182,10.178,,7.218787078506967,2.634,0.281,3.9147566093006225,0.254,0.154,13.603,0.034,0.114,0.592,,0.41500000000000004,0.777,0.28700000000000003,98.685,2.882,0.6962785893851603,0.008,6.25,0.28400000000000003,1.217,,0.043000000000000003,0.249,44.478,0.449,6.928,0.403,0.28400000000000003,11.574,0.001,13.466000000000001,,2.745,16.623,,0.6880000000000001,0.555,0.612,5.956,10.674,1.362,115.568,11.238,3.907,2.083,64.316,6.835139619533336,,,0.379,58.397,677.4879479715732,0.188,0.002,0.045,,0.033,0.013000000000000001,55.56,1.008,15.77660163763791,0.064,0.10200000000000001,11.423,15.385552966016489,4.532805968509703,0.044,0.261,93.021,61.814,0.9500000000000001,0.018000000000000002,0.028,0.021,0.506,0.11900000000000001,15.144,10.763,9.426,33.632,2.3532767810563273,21.514,,0.228,0.019,4.402,3.609,37.992,10.764836956309976,,0.219,205.6350380098667,14.859,158.637,0.602,1351.263,1.331,36.32460193328845,0.017,29.685000000000002,4.775,,2.726,0.71,4.414,3949.317913737968,2041.4650862620322,3184.811710182953,2805.9712898170465,1203.2769277565287,191.40300000000002,1552.1659369262213,27.302000000000003,2174.9570630737794,225.694,1576.4409999999998,83.615,159.141,126.66800000000003,-51.45099999999857,6066
1990,0.713,1.448,21.255,,1.395,,0.082,30.71,1.686469589292556,0.47200000000000003,71.913,15.731,17.18630172158135,0.532,3.3890000000000002,4.236,0.293,26.713454178834052,28.92,0.085,0.193,0.162,0.035,,5.463512998901502,0.737,56.964,0.018000000000000002,1.689,20.661,0.159,0.08,0.405,118.675,0.026000000000000002,0.069,0.054,0.04,9.085,671.051,15.636000000000001,0.017,0.324,0.006,0.806,1.573,5.98391094837056,9.134,,1.193,44.99519048863865,61.131,1.11,13.698,0.088,0.016,2.517,4.589,20.71,0.685,0.033,,7.297202634865865,0.8230000000000001,0.168,0.01,,0.223,14.111,102.436,0.222,0.136,1.227,0.052000000000000005,4.686256360412937,276.447,1.041,0.039,20.256,0.151,0.029,0.353,1.387,0.28800000000000003,0.047,0.309,0.271,0.707,7.454,18.984,0.545,168.845,40.787,14.332,8.52,57.543,9.898,113.867,2.054,298.931,2.837,82.45771742730415,1.588,0.006,13.175,3.4278474907946377,0.058,4.3220685753497605,2.24,,0.13,10.03,,6.7682899131741125,2.728,0.28200000000000003,3.9116357378249726,0.259,0.167,15.433,0.039,0.115,0.594,0.013000000000000001,0.5640000000000001,0.247,0.399,85.708,2.724,0.6957235112013582,0.008,6.42,0.279,1.166,0.011,0.034,0.17300000000000001,43.197,0.432,6.421,0.6950000000000001,0.2,10.407,0.001,8.593,,3.105,18.698,,0.755,0.584,0.59,5.773,11.389000000000001,1.492,100.47,11.541,3.211,0.47400000000000003,67.342,6.408584439311714,,,0.332,43.322,635.2084906625912,0.148,0.002,0.045,,0.034,0.013000000000000001,59.435,0.868,15.764024419959387,0.041,0.133,12.801,14.38780951136135,4.529192383742219,0.04,0.005,87.209,59.612,1.055,0.034,0.025,0.022,0.494,0.116,14.166,11.620000000000001,10.188,33.730000000000004,2.2064176885827527,24.763,,0.211,0.021,4.625,3.618,39.776,10.093044246350866,,0.20700000000000002,192.8021339902459,14.183,151.602,0.618,1315.396,1.089,34.05772108130808,0.018000000000000002,33.314,5.838,,2.617,0.667,4.228,3808.6572891083397,2063.4807108916607,3111.3983950186084,2760.739604981391,1150.3396644555028,181.83599999999998,1607.1537756056273,27.901999999999997,2059.7202243943725,235.92899999999997,1519.955,79.29800000000003,160.27700000000002,148.41700000000003,75.44499999999823,6096
1991,0.665,1.169,21.869,,1.3880000000000001,,0.079,31.912,1.6255198242701192,0.483,71.304,16.8,16.565181092910844,0.486,3.239,4.347,0.329,25.748018000515195,30.259,0.098,0.224,0.135,0.051000000000000004,,3.864502013914317,0.719,59.812000000000005,0.018000000000000002,1.448,15.865,0.171,0.092,0.41200000000000003,116.384,0.027,0.075,0.056,0.019,8.542,704.8100000000001,15.577,0.017,0.34500000000000003,0.006,0.91,1.537,4.232594653972904,8.087,,1.2790000000000001,41.495320410215164,62.832,0.808,16.436,0.085,0.016,2.739,4.499,21.466,0.865,0.055,,7.0334784688684495,0.8140000000000001,0.161,0.01,,0.184,14.644,106.525,0.229,0.129,1.237,0.054,4.516892960197766,253.606,1.073,0.054,20.197,0.149,0.03,0.371,1.3780000000000001,0.293,0.048,0.304,0.272,0.736,7.8100000000000005,18.158,0.482,179.49,49.013,12.932,8.563,62.141,10.023,115.59700000000001,2.115,299.80400000000003,2.672,79.477658650443,1.32,0.006,2.779,3.3039635497955446,0.064,4.165867084524817,2.312,,0.077,11.689,,6.523680889429581,2.895,0.298,2.766813987550348,0.28200000000000003,0.18,18.705000000000002,0.042,0.11900000000000001,0.5660000000000001,0.014,0.502,0.257,0.41500000000000004,89.003,3.3160000000000003,0.4921055208811192,0.008,6.811,0.279,1.1400000000000001,0.28800000000000003,0.034,0.262,45.038000000000004,0.482,6.5680000000000005,0.547,0.197,10.912,0.001,8.747,,3.21,18.61,,0.885,0.5630000000000001,0.582,5.5680000000000005,11.98,1.566,98.621,11.997,4.82,0.303,71.307,6.176975332226453,,,0.405,37.505,612.251771791436,0.133,0.002,0.047,,0.034,0.013000000000000001,73.021,0.934,11.15035401774942,0.047,0.149,12.933,13.268679589784838,3.203629805931893,0.04,0.001,90.706,61.531,1.139,0.038,0.028,0.021,0.5730000000000001,0.089,14.051,11.646,11.598,36.784,2.126676766769345,27.211000000000002,,0.23,0.026000000000000002,5.74,4.224,40.529,9.728277114419244,,0.213,185.83417866087686,15.547,154.576,0.654,1315.076,1.242,32.826859813316766,0.018000000000000002,31.481,5.8500000000000005,,2.721,0.659,4.315,3750.8842013550407,2272.6067986449593,3103.9101082748,2919.5808917252007,1124.6322509027275,189.632,1671.0570297721224,28.192999999999998,1995.175970227877,247.544,1520.64,78.84600000000002,161.897,142.894,135.0529999999992,6171
1992,0.38,0.686,22.059,,1.417,,0.079,33.119,1.5050000000000001,0.425,73.08,15.451,15.337,0.489,2.973,4.84,0.267,23.839000000000002,30.534,0.097,0.245,0.11,0.059000000000000004,,4.105,0.758,60.187000000000005,0.019,1.422,14.851,0.17200000000000001,0.084,0.417,120.293,0.029,0.085,0.059000000000000004,0.024,8.856,735.201,16.921,0.017,0.429,0.006,1.034,1.2610000000000001,4.496,8.559000000000001,,1.413,37.681,63.534,0.768,14.814,0.085,0.016,2.979,6.0760000000000005,22.161,0.905,0.059000000000000004,,6.5120000000000005,0.809,0.163,0.01,,0.197,12.946,99.76,0.24,0.117,1.345,0.054,4.182,243.244,1.086,0.064,20.589000000000002,0.131,0.032,0.384,1.641,0.293,0.049,0.28500000000000003,0.248,0.839,9.025,16.468,0.496,190.643,55.243,16.818,8.463000000000001,62.429,11.669,114.681,2.104,306.476,3.345,73.58500000000001,1.5110000000000001,0.006,5.75,3.059,0.07,3.857,2.825,,0.078,10.161,,6.04,2.883,0.296,2.939,0.274,0.179,20.534,0.063,0.121,0.557,0.015,0.558,0.271,0.466,89.637,3.005,0.5227305241253739,0.008,7.101,0.274,1.333,0.314,0.033,0.363,44.239000000000004,0.432,6.84,0.653,0.191,17.532,0.001,8.729000000000001,,3.294,19.85,0.029,1.158,0.56,0.6900000000000001,5.5600000000000005,13.295,1.795,96.74000000000001,13.166,7.309,1.035,77.524,5.719,,,0.398,33.614,566.8580000000001,0.133,0.002,0.056,,0.035,0.013000000000000001,77.866,0.9490000000000001,11.844269475874626,0.047,0.122,13.708,12.049,3.403,0.039,0.003,83.944,63.791000000000004,1.414,0.038,0.026000000000000002,0.023,0.5760000000000001,0.07200000000000001,13.915000000000001,11.67,11.704,39.665,1.969,29.937,,0.228,0.019,5.723,4.097,41.753,9.007,,0.215,172.056,15.854000000000001,151.699,0.634,1339.27,1.41,30.393,0.017,28.899,5.857,,3.875,0.67,4.609,3691.654,2221.562000000001,3119.321,2793.895000000001,1087.8560000000002,190.099,1733.7510000000004,29.503999999999998,1897.5470000000003,267.464,1549.357,80.86600000000001,164.62399999999997,160.28300000000007,36.50100000000049,6110
1993,0.367,0.637,22.442,,1.575,,0.083,32.345,0.6970000000000001,0.437,75.647,15.572000000000001,13.213000000000001,0.464,3.993,4.747,0.304,20.935,29.357,0.10300000000000001,0.309,0.127,0.05,,3.4370000000000003,0.872,62.923,0.02,1.355,18.565,0.171,0.089,0.419,121.538,0.03,0.091,0.061,0.027,9.443,785.027,17.459,0.017,0.421,0.006,1.078,1.607,4.59,8.012,,1.486,36.169000000000004,65.218,0.707,15.562000000000001,0.085,0.017,3.208,6.601,25.404,1.035,0.028,,5.32,0.8260000000000001,0.181,0.01,,0.20800000000000002,13.745000000000001,98.135,0.23900000000000002,0.116,1.361,0.057,2.714,239.336,1.24,0.065,20.647000000000002,0.136,0.033,0.398,1.543,0.301,0.05,0.28500000000000003,0.181,0.777,9.535,16.883,0.539,197.354,59.613,18.217,8.525,64.776,12.292,112.331,2.183,302.669,3.3000000000000003,61.023,1.731,0.006,9.074,2.351,0.07,3.277,3.186,,0.08700000000000001,10.621,,4.771,2.942,0.324,2.82,0.281,0.189,25.013,0.054,0.124,0.728,0.017,0.55,0.28,0.484,90.114,2.532,0.4551859799713877,0.008,7.695,0.294,1.457,0.379,0.031,0.4,44.942,0.501,7.2780000000000005,0.628,0.213,15.89,0.001,9.585,,3.67,21.273,0.028,1.075,0.544,0.782,6.424,13.494,2.198,96.333,12.797,8.378,1.063,87.797,4.2620000000000005,,,0.40800000000000003,32.915,528.619,0.135,0.003,0.062,,0.035,0.013000000000000001,85.57900000000001,0.98,10.313814020028612,0.05,0.122,14.897,11.694,3.59,0.039,0.003,87.566,59.791000000000004,1.375,0.039,0.02,0.028,0.588,0.036000000000000004,14.114,11.113,12.453,42.862,1.41,34.074,,0.23600000000000002,0.023,4.587,4.5,43.397,7.722,,0.213,147.078,17.993000000000002,148.817,0.708,1372.493,1.218,31.697,0.017,33.922000000000004,6.274,,2.524,0.682,4.42,3647.2790000000005,2323.3260000000005,3150.507,2820.0980000000013,1072.9340000000002,197.90699999999998,1799.621,28.576,1812.974,288.832,1584.301,83.95300000000002,174.437,164.57500000000005,-31.180000000002337,6104
1994,0.353,0.525,23.589000000000002,,1.061,,0.085,33.638,0.738,0.435,75.84400000000001,15.559000000000001,11.447000000000001,0.46,4.033,5.173,0.20400000000000001,17.741,30.634,0.10200000000000001,0.34500000000000003,0.126,0.058,,0.881,0.8270000000000001,66.036,0.022,1.28,14.82,0.176,0.091,0.438,124.613,0.031,0.1,0.064,0.028,10.391,833.99,18.427,0.017,0.586,0.006,1.437,1.432,4.513,8.794,,1.539,34.288000000000004,64.58,0.447,16.635,0.083,0.018000000000000002,3.402,3.723,23.265,1.2530000000000001,0.01,0.23600000000000002,5.1930000000000005,0.611,0.158,0.01,,0.223,15.605,92.199,0.244,0.12,1.197,0.057,1.659,236.04,1.351,0.077,21.246000000000002,0.137,0.039,0.41200000000000003,1.865,0.335,0.05,0.378,0.082,0.91,8.531,16.06,0.548,208.544,60.38,20.465,8.91,72.433,13.199,111.093,2.235,319.966,3.718,54.614000000000004,1.788,0.006,10.61,1.698,0.075,2.976,3.464,,0.08600000000000001,12.035,,4.734,2.779,0.35000000000000003,2.855,0.34600000000000003,0.196,25.637,0.054,0.126,0.665,0.018000000000000002,0.556,0.327,0.443,94.937,2.1670000000000003,0.44280140460397976,0.009000000000000001,8.083,0.29,1.703,0.432,0.03,0.463,45.081,0.54,7.276,0.6930000000000001,0.211,12.235,0.001,9.246,,4.174,23.136,0.028,1.183,0.595,0.936,6.335,14.944,2.437,91.075,12.997,8.242,1.041,93.82000000000001,3.297,,,0.458,31.474,463.152,0.129,0.003,0.07200000000000001,,0.033,0.013000000000000001,84.27,1.064,10.03319859539602,0.055,0.14,17.826,11.023,3.638,0.038,0.003,92.058,63.65,1.5070000000000001,0.043000000000000003,0.019,0.033,0.59,0.132,14.97,11.269,12.721,44.74,0.642,37.949,,0.227,0.025,5.414,4.347,42.773,9.145,,0.193,120.471,19.943,149.097,0.656,1390.367,1.109,29.633,0.017,35.442,7.1530000000000005,,3.052,0.66,4.812,3579.041,2413.2439999999992,3192.0209999999997,2800.263999999999,1058.4930000000002,199.60600000000008,1884.9880000000003,31.427000000000007,1699.1889999999999,303.09700000000004,1610.0729999999999,84.20500000000003,179.69600000000005,170.17,45.54500000000107,6208
1995,0.339,0.5690000000000001,26.001,0.111,2.993,,0.088,34.896,0.93,0.439,76.864,16.303,9.09,0.459,4.041,6.222,0.226,16.573,30.632,0.10300000000000001,0.362,0.122,0.068,,0.935,0.8310000000000001,70.452,0.023,1.306,15.818,0.171,0.088,0.423,127.544,0.033,0.1,0.064,0.028,11.384,905.45,16.257,0.018000000000000002,0.427,0.006,1.327,1.945,4.65,7.011,,1.468,33.769,64.542,0.579,15.591000000000001,0.083,0.022,4.332,6.229,26.104,1.371,0.036000000000000004,0.255,4.7780000000000005,0.6990000000000001,0.186,0.011,,0.23700000000000002,14.375,95.205,0.248,0.117,1.2610000000000001,0.059000000000000004,0.628,235.645,1.439,0.075,21.484,0.137,0.041,0.424,1.954,0.341,0.05,0.399,0.246,1.058,8.582,16.463,0.531,221.315,61.342,21.244,8.991,74.54,13.935,117.394,2.503,322.729,3.697,46.234,2.06,0.006,14.950000000000001,1.235,0.095,2.575,3.7030000000000003,,0.09,12.55,,4.4190000000000005,2.2680000000000002,0.339,2.956,0.34500000000000003,0.199,33.033,0.068,0.128,0.58,0.018000000000000002,0.556,0.298,0.499,89.526,2.16,0.46773962804005725,0.009000000000000001,8.283,0.304,1.8980000000000001,0.445,0.029,0.555,45.897,0.5660000000000001,7.399,0.758,0.221,9.072000000000001,0.002,9.119,,4.335,23.039,0.029,0.8140000000000001,0.562,1.081,6.513,16.556,2.58,93.868,14.145,8.669,1.19,102.20100000000001,3.052,,,0.499,34.661,444.907,0.126,0.003,0.085,,0.036000000000000004,0.013000000000000001,64.427,0.9530000000000001,10.598260371959944,0.054,0.109,12.847,11.485,3.928,0.039,0.003,98.272,65.888,1.61,0.044,0.019,0.035,0.595,0.124,15.041,10.697000000000001,11.362,47.545,0.668,43.947,,0.26,0.026000000000000002,5.718,4.291,46.898,9.272,0.003,0.256,121.61,19.264,146.746,0.969,1401.1480000000001,1.252,27.292,0.018000000000000002,36.365,7.933,,3.068,0.592,4.126,3594.5669999999996,2512.7730000000006,3229.8709999999996,2877.469000000001,1074.0670000000005,211.36999999999998,1982.0549999999998,31.299000000000003,1696.4539999999997,294.13300000000004,1618.3740000000003,85.392,188.26200000000003,178.78900000000007,57.87099999999887,6344
1996,0.321,0.55,26.488,0.116,2.852,,0.088,36.815,0.6990000000000001,0.441,82.401,17.229,8.524000000000001,0.455,4.26,6.553,0.232,16.407,32.195,0.084,0.34500000000000003,0.124,0.082,,1.161,0.752,77.661,0.026000000000000002,1.328,15.424,0.193,0.08700000000000001,0.441,130.739,0.039,0.106,0.064,0.029,13.226,944.393,16.506,0.018000000000000002,0.468,0.006,1.295,2.285,4.638,7.362,,1.619,34.191,63.867000000000004,0.632,19.684,0.085,0.02,4.7250000000000005,6.597,27.824,1.246,0.032,0.276,5.0040000000000004,0.78,0.164,0.012,,0.244,16.712,102.34,0.247,0.11800000000000001,1.302,0.059000000000000004,1.109,242.6,1.53,0.077,21.882,0.14100000000000001,0.042,0.435,1.814,0.34700000000000003,0.05,0.41400000000000003,0.28200000000000003,1.08,7.942,16.924,0.603,240.612,69.07300000000001,18.953,9.519,75.405,14.48,116.125,2.646,328.522,3.869,38.895,2.544,0.01,13.677,1.553,0.13,2.495,3.7520000000000002,,0.093,12.042,,4.29,2.301,0.386,3.202,0.372,0.194,34.19,0.079,0.133,0.613,0.018000000000000002,0.552,0.304,0.532,93.123,2.193,0.5472037976329822,0.01,8.507,0.28400000000000003,1.979,0.47700000000000004,0.028,0.678,47.764,0.599,7.811,0.784,0.246,10.618,0.002,9.099,,4.119,25.756,0.03,1.2610000000000001,0.597,1.0230000000000001,6.644,16.952,2.731,97.015,13.795,8.808,1.2550000000000001,110.11200000000001,3.142,,,0.519,34.549,439.86,0.131,0.003,0.09,,0.036000000000000004,0.013000000000000001,70.562,1.02,12.398796202367016,0.064,0.129,15.082,11.266,4.078,0.039,,99.654,63.623000000000005,1.926,0.045,0.019,0.036000000000000004,0.601,0.093,15.247,10.877,11.673,49.77,0.771,49.156,,0.289,0.021,5.94,4.57,51.324,8.364,0.003,0.289,112.44500000000001,11.197000000000001,150.37800000000001,0.9440000000000001,1434.605,1.484,27.975,0.023,33.489,9.454,,3.654,0.51,4.089,3658.23,2618.8010000000013,3326.794,2950.2370000000014,1103.4999999999998,217.66099999999994,2069.464000000001,32.56,1714.1490000000001,295.733,1658.627,91.38600000000001,197.45000000000002,191.3899999999999,22.57900000000197,6491
1997,0.299,0.421,24.051000000000002,0.125,2.013,0.012,0.092,37.634,0.882,0.45,83.391,17.087,8.129,0.372,4.723,6.835,0.246,16.241,31.454,0.106,0.332,0.123,0.107,,2.289,0.764,81.96000000000001,0.027,1.3800000000000001,14.076,0.22,0.083,0.42,135.068,0.04,0.111,0.067,0.031,15.379,946.144,17.701,0.018000000000000002,0.639,0.006,1.36,2.229,5.171,6.722,,1.598,34.746,58.286,0.518,16.787,0.089,0.022,4.909,5.007,29.507,1.493,0.08,0.23600000000000002,4.938,0.8320000000000001,0.161,0.013000000000000001,0.021,0.201,16.344,95.857,0.245,0.123,1.308,0.059000000000000004,1.21,235.145,1.736,0.08,22.830000000000002,0.14200000000000002,0.046,0.445,2.072,0.34900000000000003,0.055,0.434,0.373,1.1340000000000001,8.373,16.605,0.5740000000000001,250.255,75.991,18.628,9.931000000000001,73.56700000000001,15.239,117.395,2.763,327.458,3.932,35.304,2.254,0.008,14.977,1.53,0.166,2.306,4.267,,0.096,12.265,,4.183,2.165,0.40900000000000003,2.9,0.45,0.20700000000000002,34.039,0.09,0.14300000000000002,0.6880000000000001,0.018000000000000002,0.554,0.305,0.545,97.913,2.102,0.5882461958642217,0.009000000000000001,8.689,0.307,2.045,0.49,0.028,0.759,45.776,0.499,8.46,0.857,0.248,10.956,0.002,9.845,0.108,4.223,25.828,0.03,1.54,0.7030000000000001,1.1440000000000001,7.474,19.405,3.007,95.316,14.473,10.225,0.877,117.271,1.936,,,0.544,31.21,416.147,0.136,0.003,0.085,,0.036000000000000004,0.013000000000000001,58.969,0.89,13.32875380413578,0.093,0.121,18.882,11.194,4.325,0.039,,103.042,68.741,2.077,0.047,0.013000000000000001,0.036000000000000004,0.604,0.328,14.221,11.308,11.17,53.583,0.587,50.7,,0.269,0.027,5.244,4.621,54.141,8.351,0.003,0.302,93.045,11.357000000000001,143.808,0.786,1465.84,1.5150000000000001,27.992,0.023,36.539,12.299,,3.6430000000000002,0.652,3.9290000000000003,3627.2200000000003,2662.687000000002,3361.025,2928.8820000000023,1078.37,220.29200000000003,2099.8910000000005,32.650999999999996,1647.3590000000002,289.169,1698.9759999999999,92.91199999999999,208.656,197.4399999999999,101.65300000000084,6589
1998,0.28400000000000003,0.47800000000000004,29.201,0.132,1.993,0.013000000000000001,0.091,38.128,0.917,0.467,86.415,17.361,8.638,0.458,5.019,6.558,0.311,15.844000000000001,32.281,0.101,0.331,0.121,0.10400000000000001,,2.8890000000000002,0.912,85.162,0.028,1.437,13.362,0.23500000000000001,0.08,0.532,138.112,0.043000000000000003,0.11800000000000001,0.068,0.031,15.719000000000001,906.557,17.992,0.019,0.212,0.006,1.45,1.885,5.513,6.681,,1.747,33.418,16.121,0.455,16.240000000000002,0.08600000000000001,0.021,5.017,6.125,33.336,1.585,0.046,0.161,4.448,0.878,0.17,0.01,0.022,0.192,15.541,102.913,0.253,0.122,1.358,0.064,1.353,233.26,1.746,0.084,23.93,0.14400000000000002,0.048,0.452,2.387,0.339,0.047,0.452,0.336,1.268,10.663,16.134,0.5730000000000001,255.31,57.325,19.736,10.514,84.262,15.57,120.031,2.65,315.743,3.966,34.721000000000004,2.737,0.009000000000000001,14.111,1.624,0.187,2.199,4.54,,0.10300000000000001,12.401,,4.417,2.0060000000000002,0.427,3.443,0.47400000000000003,0.211,31.139,0.082,0.20800000000000002,0.585,0.019,0.5650000000000001,0.306,0.592,102.008,2.102,0.6189751593185071,0.008,8.737,0.309,2.203,0.52,0.027,0.614,46.038000000000004,0.494,8.189,0.933,0.261,10.953,0.002,10.302,0.164,4.516,26.633,0.03,1.622,0.781,1.228,7.583,18.882,3.124,88.746,15.767,8.836,0.875,99.491,1.71,,,0.584,27.879,407.82800000000003,0.133,0.003,0.084,,0.036000000000000004,0.013000000000000001,56.635,0.935,14.025024840681494,0.11800000000000001,0.113,15.624,11.039,4.143,0.039,,103.007,71.32300000000001,2.134,0.05,0.015,0.044,0.608,0.331,14.447000000000001,11.373000000000001,13.71,54.506,0.681,44.818,,0.318,0.024,5.268,4.909,54.708,8.752,0.004,0.34500000000000003,89.62,22.224,145.052,0.6970000000000001,1475.5710000000001,1.551,32.309,0.022,45.634,12.957,,3.327,0.631,3.887,3621.728,2598.073000000002,3358.4060000000004,2861.395000000002,1080.334,229.51499999999996,1972.209,32.261,1639.4240000000002,311.32399999999996,1715.8500000000001,95.64800000000001,223.56899999999996,208.7899999999999,142.4089999999979,6571
